Team,Pays,_,Nom_URL,Nom,Poste,Age,Date de naissance,Taille,Poids,JIFF,Contrat,Durée,Autres,TABLE
Stade Français Paris Rugby,Fidji,,https://www.allrugby.com/joueurs/aisake-manna-18649.html,Aisake MANNA,Ailier,18,20/04/2006,,-,NON JIFF,ESPOIR,,,TABLE ESPOIRS
Stade Français Paris Rugby,France,,https://www.allrugby.com/joueurs/luca-gaboriau-18643.html,Luca GABORIAU,Ailier,20,20/04/2004,,-,NON JIFF,ESPOIR,,,TABLE ESPOIRS
Stade Français Paris Rugby,France,,https://www.allrugby.com/joueurs/yannick-lodjro-17328.html,Yannick LODJRO,Ailier,19,15/09/2005,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
la Section Paloise Béarn Pyrénées,France,,https://www.allrugby.com/joueurs/daniel-bibi-biziwu-6933.html,Daniel BIBI BIZIWU,Pilier,23,29/08/2001,,119,JIFF,PRO,2027,,TABLE PROS
la Section Paloise Béarn Pyrénées,Géorgie,,https://www.allrugby.com/joueurs/guram-papidze-5366.html,Guram PAPIDZE,Pilier,27,16/06/1997,,127,JIFF,PRO,2027,,TABLE PROS
la Section Paloise Béarn Pyrénées,Angleterre,,https://www.allrugby.com/joueurs/harry-williams-4329.html,Harry WILLIAMS,Pilier,33,01/10/1991,,132,NON JIFF,PRO,2025 +1,,TABLE PROS
la Section Paloise Béarn Pyrénées,France,,https://www.allrugby.com/joueurs/hugo-parrou-11500.html,Hugo PARROU,Pilier,22,28/01/2003,,105,JIFF,ESPOIR,2026,,TABLE PROS
la Section Paloise Béarn Pyrénées,Argentine,,https://www.allrugby.com/joueurs/ignacio-calles-4531.html,Ignacio CALLES,Pilier,29,24/10/1995,,116,JIFF Formé(8),PRO,2025,,TABLE PROS
la Section Paloise Béarn Pyrénées,Espagne,,https://www.allrugby.com/joueurs/jon-zabala-4407.html,Jon ZABALA,Pilier,28,26/11/1996,,132,JIFF,PRO,2027,,TABLE PROS
la Section Paloise Béarn Pyrénées,Géorgie,,https://www.allrugby.com/joueurs/lekso-kaulashvili-2038.html,Lekso KAULASHVILI,Pilier,32,27/08/1992,,128,JIFF,PRO,2027,,TABLE PROS
la Section Paloise Béarn Pyrénées,France,,https://www.allrugby.com/joueurs/remi-seneca-5193.html,Rémi SÉNÉCA,Pilier,30,16/01/1995,,116,JIFF,PRO,2025,,TABLE PROS
la Section Paloise Béarn Pyrénées,Tonga,,https://www.allrugby.com/joueurs/siate-tokolahi-6627.html,Siate TOKOLAHI,Pilier,32,16/03/1992,,116,NON JIFF,PRO,2025,,TABLE PROS
la Section Paloise Béarn Pyrénées,Afrique du sud,,https://www.allrugby.com/joueurs/dan-jooste-9168.html,Dan JOOSTE,Talonneur,26,21/02/1998,,108,NON JIFF,PRO,,JOKER (8),TABLE PROS
la Section Paloise Béarn Pyrénées,France,,https://www.allrugby.com/joueurs/lucas-rey-4416.html,Lucas REY,Talonneur,27,27/04/1997,,98,JIFF Formé(8),PRO,2027,,TABLE PROS
la Section Paloise Béarn Pyrénées,France,,https://www.allrugby.com/joueurs/romain-ruffenach-1319.html,Romain RUFFENACH,Talonneur,30,04/09/1994,,111,JIFF,PRO,2025,,TABLE PROS
la Section Paloise Béarn Pyrénées,France,,https://www.allrugby.com/joueurs/youri-delhommel-5534.html,Youri DELHOMMEL,Talonneur,28,06/03/1996,,101,JIFF,PRO,2027,,TABLE PROS
la Section Paloise Béarn Pyrénées,France,,https://www.allrugby.com/joueurs/hugo-auradou-11782.html,Hugo AURADOU,2ème ligne,21,20/07/2003,,102,JIFF,ESPOIR,2028,,TABLE PROS
la Section Paloise Béarn Pyrénées,France,,https://www.allrugby.com/joueurs/jimi-maximin-5914.html,Jimi MAXIMIN,2ème ligne,25,03/04/1999,,133,JIFF,PRO,2027,,TABLE PROS
la Section Paloise Béarn Pyrénées,Angleterre,,https://www.allrugby.com/joueurs/joel-kpoku-7138.html,Joel KPOKU,2ème ligne,25,22/06/1999,,126,NON JIFF,PRO,2027,,TABLE PROS
la Section Paloise Béarn Pyrénées,Fidji,,https://www.allrugby.com/joueurs/lekima-tagitagivalu-5609.html,Lekima TAGITAGIVALU,2ème ligne,29,04/12/1995,,110,JIFF Formé,PRO,2025,,TABLE PROS
la Section Paloise Béarn Pyrénées,France,,https://www.allrugby.com/joueurs/mickael-capelli-4332.html,Mickaël CAPELLI,2ème ligne,27,18/03/1997,,126,JIFF,PRO,2027 +1,,TABLE PROS
la Section Paloise Béarn Pyrénées,France,,https://www.allrugby.com/joueurs/remi-picquette-4496.html,Rémi PICQUETTE,2ème ligne,29,23/02/1995,,117,JIFF,PRO,2028,,TABLE PROS
la Section Paloise Béarn Pyrénées,France,,https://www.allrugby.com/joueurs/thomas-jolmes-4382.html,Thomas JOLMÈS,2ème ligne,29,08/10/1995,,127,JIFF,PRO,2026 +1,,TABLE PROS
la Section Paloise Béarn Pyrénées,Nouvelle-Zélande,,https://www.allrugby.com/joueurs/tom-franklin-6628.html,Tom FRANKLIN,2ème ligne,34,11/08/1990,,114,NON JIFF,PRO(7),2025,,TABLE PROS
la Section Paloise Béarn Pyrénées,Géorgie,,https://www.allrugby.com/joueurs/beka-gorgadze-4306.html,Beka GORGADZE,3ème ligne,29,08/02/1996,,110,JIFF,PRO,2028,,TABLE PROS
la Section Paloise Béarn Pyrénées,Pays-de-Galles,,https://www.allrugby.com/joueurs/carwyn-tuipulotu-10945.html,Carwyn TUIPULOTU,3ème ligne,23,28/09/2001,,125,NON JIFF,PRO,,JOKER (8),TABLE PROS
la Section Paloise Béarn Pyrénées,France,,https://www.allrugby.com/joueurs/loic-credoz-8872.html,Loïc CRÉDOZ,3ème ligne,25,17/05/1999,,107,JIFF,PRO,2026,,TABLE PROS
la Section Paloise Béarn Pyrénées,Nouvelle-Zélande,,https://www.allrugby.com/joueurs/luke-whitelock-5849.html,Luke WHITELOCK,3ème ligne,34,29/01/1991,,116,NON JIFF,PRO,2026,,TABLE PROS
la Section Paloise Béarn Pyrénées,France,,https://www.allrugby.com/joueurs/mehdi-tlili-13857.html,Mehdi TLILI,3ème ligne,20,17/08/2004,,100,JIFF,ESPOIR,2025,,TABLE PROS
la Section Paloise Béarn Pyrénées,Australie,,https://www.allrugby.com/joueurs/paulo-tauiliili-pelesasa-14263.html,Paulo TAUILIILI-PELESASA,3ème ligne,20,08/02/2005,,123,NON JIFF,ESPOIR,,,TABLE PROS
la Section Paloise Béarn Pyrénées,Australie,,https://www.allrugby.com/joueurs/reece-hewat-7304.html,Reece HEWAT,3ème ligne,27,25/09/1997,,110,JIFF,PRO,2026,,TABLE PROS
la Section Paloise Béarn Pyrénées,France,,https://www.allrugby.com/joueurs/sacha-zegueur-5913.html,Sacha ZEGUEUR,3ème ligne,25,21/06/1999,,108,JIFF,PRO,2027,,TABLE PROS
la Section Paloise Béarn Pyrénées,France,,https://www.allrugby.com/joueurs/thibaut-hamonou-7494.html,Thibaut HAMONOU,3ème ligne,24,10/03/2000,,108,JIFF,PRO,2025,,TABLE PROS
la Section Paloise Béarn Pyrénées,Angleterre,,https://www.allrugby.com/joueurs/dan-robson-3143.html,Dan ROBSON,Mêlée,32,14/03/1992,,82,NON JIFF,PRO,2026,,TABLE PROS
la Section Paloise Béarn Pyrénées,France,,https://www.allrugby.com/joueurs/thibault-daubagna-1515.html,Thibault DAUBAGNA,Mêlée,30,20/05/1994,,83,JIFF Formé(8),PRO,2026,,TABLE PROS
la Section Paloise Béarn Pyrénées,France,,https://www.allrugby.com/joueurs/thomas-souverbie-14271.html,Thomas SOUVERBIE,Mêlée,20,28/06/2004,,80,JIFF,ESPOIR,2025,,TABLE PROS
la Section Paloise Béarn Pyrénées,France,,https://www.allrugby.com/joueurs/axel-desperes-14792.html,Axel DESPÉRÈS,Ouverture,21,16/01/2004,,78,JIFF,ESPOIR,2029,,TABLE PROS
la Section Paloise Béarn Pyrénées,Angleterre,,https://www.allrugby.com/joueurs/joe-simmonds-5132.html,Joe SIMMONDS,Ouverture,28,19/12/1996,,91,NON JIFF,PRO,2028,,TABLE PROS
la Section Paloise Béarn Pyrénées,France,,https://www.allrugby.com/joueurs/elliot-roudil-2543.html,Eliott ROUDIL,Centre,28,30/10/1996,,97,JIFF,PRO,2025,,TABLE PROS
la Section Paloise Béarn Pyrénées,France,,https://www.allrugby.com/joueurs/emilien-gailleton-11773.html,Émilien GAILLETON,Centre,21,13/07/2003,,89,JIFF,ESPOIR,2026,,TABLE PROS
la Section Paloise Béarn Pyrénées,France,,https://www.allrugby.com/joueurs/fabien-brau-boirie-14923.html,Fabien BRAU-BOIRIE,Centre,19,19/12/2005,,98,JIFF,ESPOIR,2026,,TABLE PROS
la Section Paloise Béarn Pyrénées,France,,https://www.allrugby.com/joueurs/nathan-decron-4219.html,Nathan DECRON,Centre,26,17/02/1998,,96,JIFF,PRO,2027,,TABLE PROS
la Section Paloise Béarn Pyrénées,France,,https://www.allrugby.com/joueurs/olivier-klemenczak-2477.html,Olivier KLEMENCZAK,Centre,28,01/06/1996,,90,JIFF,PRO,2026,,TABLE PROS
la Section Paloise Béarn Pyrénées,Samoa,,https://www.allrugby.com/joueurs/tumua-manu-6872.html,Tumua MANU,Centre,31,18/04/1993,,97,NON JIFF,PRO,2027,,TABLE PROS
la Section Paloise Béarn Pyrénées,France,,https://www.allrugby.com/joueurs/aaron-grandidier-8316.html,Aaron GRANDIDIER,Ailier,24,18/05/2000,,94,JIFF,PRO,2026,,TABLE PROS
la Section Paloise Béarn Pyrénées,France,,https://www.allrugby.com/joueurs/theo-attissogbe-13652.html,Théo ATTISSOGBE,Ailier,20,19/11/2004,,82,JIFF,ESPOIR,2027,,TABLE PROS
la Section Paloise Béarn Pyrénées,France,,https://www.allrugby.com/joueurs/thomas-carol-8406.html,Thomas CAROL,Ailier,24,17/01/2001,,85,JIFF Formé(8),PRO,2026,,TABLE PROS
la Section Paloise Béarn Pyrénées,France,,https://www.allrugby.com/joueurs/aymeric-luc-6046.html,Aymeric LUC,Arrière,27,14/10/1997,,81,JIFF,PRO,2026 +1,,TABLE PROS
la Section Paloise Béarn Pyrénées,France,,https://www.allrugby.com/joueurs/clement-laporte-5362.html,Clément LAPORTE,Arrière,27,07/01/1998,,87,JIFF,PRO,2027,,TABLE PROS
la Section Paloise Béarn Pyrénées,Australie,,https://www.allrugby.com/joueurs/jack-maddocks-6651.html,Jack MADDOCKS,Arrière,28,05/02/1997,,96,NON JIFF,PRO,2027,,TABLE PROS
la Section Paloise Béarn Pyrénées,France,,https://www.allrugby.com/joueurs/alexandre-etchebehere-14270.html,Alexandre ETCHEBÉHÈRE,Pilier,20,26/12/2004,,108,JIFF,ESPOIR,,,TABLE ESPOIRS
la Section Paloise Béarn Pyrénées,Espagne,,https://www.allrugby.com/joueurs/guido-reyes-rendon-15713.html,Guido REYES,Pilier,19,18/07/2005,,130,NON JIFF,ESPOIR,,,TABLE ESPOIRS
la Section Paloise Béarn Pyrénées,France,,https://www.allrugby.com/joueurs/joseph-adam-17816.html,Joseph ADAM,Pilier,17,21/08/2007,,135,JIFF,ESPOIR,2027,,TABLE ESPOIRS
la Section Paloise Béarn Pyrénées,France,,https://www.allrugby.com/joueurs/ludovic-taufana-15710.html,Ludovic TAUFANA,Pilier,18,21/03/2006,,125,JIFF,ESPOIR,2026,,TABLE ESPOIRS
la Section Paloise Béarn Pyrénées,Nouvelle-Zélande,,https://www.allrugby.com/joueurs/macarius-pereira-17823.html,Macarius PEREIRA,Pilier,20,04/01/2005,,107,NON JIFF,ESPOIR,2027,,TABLE ESPOIRS
la Section Paloise Béarn Pyrénées,France,,https://www.allrugby.com/joueurs/charles-elgoyhen-16202.html,Charles ELGOYHEN,Talonneur,20,11/12/2004,,98,JIFF,ESPOIR,,,TABLE ESPOIRS
la Section Paloise Béarn Pyrénées,Australie,,https://www.allrugby.com/joueurs/max-meagher-17824.html,Max MEAGHER,Talonneur,18,10/10/2006,,105,NON JIFF,ESPOIR,,,TABLE ESPOIRS
la Section Paloise Béarn Pyrénées,France,,https://www.allrugby.com/joueurs/taimana-ah-scha-17815.html,Taimana AH-SCHA,2ème ligne,17,23/07/2007,,97,NON JIFF,ESPOIR,2027,,TABLE ESPOIRS
la Section Paloise Béarn Pyrénées,France,,https://www.allrugby.com/joueurs/victor-templier-14262.html,Victor TEMPLIER,2ème ligne,22,15/01/2003,,116,JIFF,ESPOIR,2025,,TABLE ESPOIRS
la Section Paloise Béarn Pyrénées,France,,https://www.allrugby.com/joueurs/brent-liufau-11783.html,Brent LIUFAU,3ème ligne,20,21/03/2004,,126,JIFF,ESPOIR,2027,,TABLE ESPOIRS
la Section Paloise Béarn Pyrénées,France,,https://www.allrugby.com/joueurs/clement-paul-17052.html,Clément PAUL,3ème ligne,17,18/02/2007,,100,JIFF,ESPOIR,2027,,TABLE ESPOIRS
la Section Paloise Béarn Pyrénées,France,,https://www.allrugby.com/joueurs/josselin-bouhier-14029.html,Josselin BOUHIER,3ème ligne,22,18/01/2003,,91,JIFF,ESPOIR,2025,,TABLE ESPOIRS
la Section Paloise Béarn Pyrénées,Espagne,,https://www.allrugby.com/joueurs/alvaro-mucenieks-18496.html,Álvaro MUCENIEKS,Mêlée,,-,,-,NON JIFF,ESPOIR,,,TABLE ESPOIRS
la Section Paloise Béarn Pyrénées,France,,https://www.allrugby.com/joueurs/gabriel-elissalde-17814.html,Gabriel ELISSALDE,Mêlée,19,27/01/2006,,74,JIFF,ESPOIR,2026,,TABLE ESPOIRS
la Section Paloise Béarn Pyrénées,France,,https://www.allrugby.com/joueurs/clement-mondinat-11784.html,Clément MONDINAT,Ouverture,21,29/10/2003,,80,JIFF,ESPOIR,2027,,TABLE ESPOIRS
la Section Paloise Béarn Pyrénées,France,,https://www.allrugby.com/joueurs/paul-revilla-18486.html,Paul REVILLA,Centre,18,11/07/2006,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
la Section Paloise Béarn Pyrénées,France,,https://www.allrugby.com/joueurs/quentin-valentino-17053.html,Quentin VALENTINO,Centre,18,14/03/2006,,90,JIFF,ESPOIR,2027,,TABLE ESPOIRS
la Section Paloise Béarn Pyrénées,France,,https://www.allrugby.com/joueurs/thomas-bidabe-15231.html,Thomas BIDABÉ,Centre,19,22/02/2005,,81,JIFF,ESPOIR,2026,,TABLE ESPOIRS
la Section Paloise Béarn Pyrénées,Australie,,https://www.allrugby.com/joueurs/toshi-butlin-15711.html,Toshi BUTLIN,Ailier,19,19/02/2005,,88,NON JIFF,ESPOIR,2026,,TABLE ESPOIRS
la Section Paloise Béarn Pyrénées,France,,https://www.allrugby.com/joueurs/gregoire-arfeuil-14272.html,Grégoire ARFEUIL,Arrière,20,05/12/2004,,89,JIFF,ESPOIR,2025,,TABLE ESPOIRS
la Section Paloise Béarn Pyrénées,France,,https://www.allrugby.com/joueurs/kian-raymond-18374.html,Kian RAYMOND,Arrière,19,03/01/2006,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
l'Union Sportive Arlequins Perpignanais,France,,https://www.allrugby.com/joueurs/akato-fakatika-10941.html,Akato FAKATIKA,Pilier,24,31/01/2001,,123,JIFF Formé(8),PRO,2026,,TABLE PROS
l'Union Sportive Arlequins Perpignanais,France,,https://www.allrugby.com/joueurs/bruce-devaux-7318.html,Bruce DEVAUX,Pilier,28,14/11/1996,,108,JIFF,PRO,2026 +1,,TABLE PROS
l'Union Sportive Arlequins Perpignanais,France,,https://www.allrugby.com/joueurs/giorgi-beria-7000.html,Giorgi BERIA,Pilier,25,11/11/1999,,108,JIFF,PRO,2027,,TABLE PROS
l'Union Sportive Arlequins Perpignanais,Géorgie,,https://www.allrugby.com/joueurs/giorgi-tetrashvili-1492.html,Giorgi TETRASHVILI,Pilier,31,31/08/1993,,115,JIFF,PRO,2026,,TABLE PROS
l'Union Sportive Arlequins Perpignanais,Angleterre,,https://www.allrugby.com/joueurs/kieran-brookes-3219.html,Kieran BROOKES,Pilier,34,29/08/1990,,120,NON JIFF,PRO,2026,,TABLE PROS
l'Union Sportive Arlequins Perpignanais,France,,https://www.allrugby.com/joueurs/lorencio-boyer-gallardo-17518.html,Lorencio BOYER GALLARDO,Pilier,19,23/09/2005,,117,JIFF,ESPOIR,2026,,TABLE PROS
l'Union Sportive Arlequins Perpignanais,Afrique du sud,,https://www.allrugby.com/joueurs/nemo-roelofse-4982.html,Nemo ROELOFSE,Pilier,29,06/06/1995,,120,NON JIFF,PRO,2025 +1,,TABLE PROS
l'Union Sportive Arlequins Perpignanais,Italie,,https://www.allrugby.com/joueurs/pietro-ceccarelli-2238.html,Pietro CECCARELLI,Pilier,33,16/02/1992,,128,JIFF,PRO,2028,,TABLE PROS
l'Union Sportive Arlequins Perpignanais,Argentine,,https://www.allrugby.com/joueurs/ignacio-ruiz-8280.html,Ignacio RUIZ,Talonneur,24,03/01/2001,,109,NON JIFF,PRO,2027,,TABLE PROS
l'Union Sportive Arlequins Perpignanais,Samoa,,https://www.allrugby.com/joueurs/seilala-lam-5092.html,Seilala LAM,Talonneur,35,18/02/1989,,110,NON JIFF,PRO,2025,,TABLE PROS
l'Union Sportive Arlequins Perpignanais,France,,https://www.allrugby.com/joueurs/victor-montgaillard-9847.html,Victor MONTGAILLARD,Talonneur,22,16/07/2002,,108,JIFF Formé(8),PRO,2026,,TABLE PROS
l'Union Sportive Arlequins Perpignanais,France,,https://www.allrugby.com/joueurs/adrien-warion-7647.html,Adrien WARION,2ème ligne,24,07/01/2001,,115,JIFF(8),PRO,2027,,TABLE PROS
l'Union Sportive Arlequins Perpignanais,Italie,,https://www.allrugby.com/joueurs/alessandro-ortombina-13143.html,Alessandro ORTOMBINA,2ème ligne,22,05/10/2002,,114,NON JIFF,ESPOIR,,,TABLE PROS
l'Union Sportive Arlequins Perpignanais,Afrique du sud,,https://www.allrugby.com/joueurs/marvin-orie-6118.html,Marvin ORIE,2ème ligne,32,15/02/1993,,118,NON JIFF,PRO,2025,,TABLE PROS
l'Union Sportive Arlequins Perpignanais,France,,https://www.allrugby.com/joueurs/mathieu-tanguy-2542.html,Mathieu TANGUY,2ème ligne,28,05/06/1996,,117,JIFF,PRO,2027,,TABLE PROS
l'Union Sportive Arlequins Perpignanais,Nouvelle-Zélande,,https://www.allrugby.com/joueurs/max-hicks-12580.html,Max HICKS,2ème ligne,25,15/09/1999,,112,NON JIFF,PRO,2026,,TABLE PROS
l'Union Sportive Arlequins Perpignanais,Samoa,,https://www.allrugby.com/joueurs/posolo-tuilagi-13011.html,Posolo TUILAGI,2ème ligne,20,28/07/2004,,149,JIFF,ESPOIR,2028,,TABLE PROS
l'Union Sportive Arlequins Perpignanais,France,,https://www.allrugby.com/joueurs/tristan-labouteley-4387.html,Tristan LABOUTELEY,2ème ligne,29,12/04/1995,,107,JIFF,PRO,2026,,TABLE PROS
l'Union Sportive Arlequins Perpignanais,France,,https://www.allrugby.com/joueurs/alan-brazo-2449.html,Alan BRAZO,3ème ligne,32,21/05/1992,,105,JIFF Formé(8),PRO,2025 +1,,TABLE PROS
l'Union Sportive Arlequins Perpignanais,France,,https://www.allrugby.com/joueurs/antoine-bouthier-14797.html,Antoine BOUTHIER,3ème ligne,20,22/06/2004,,95,JIFF,ESPOIR,,,TABLE PROS
l'Union Sportive Arlequins Perpignanais,Afrique du sud,,https://www.allrugby.com/joueurs/jaco-van-tonder-5568.html,Jaco VAN TONDER,3ème ligne,26,08/03/1998,,118,JIFF,PRO,2027,,TABLE PROS
l'Union Sportive Arlequins Perpignanais,Argentine,,https://www.allrugby.com/joueurs/joaquin-oviedo-12092.html,Joaquín OVIEDO,3ème ligne,23,17/07/2001,,113,JIFF Formé(8),PRO,2026,,TABLE PROS
l'Union Sportive Arlequins Perpignanais,France,,https://www.allrugby.com/joueurs/lucas-bachelier-3427.html,Lucas BACHELIER,3ème ligne,29,26/03/1995,,102,JIFF Formé(8),PRO,2025,,TABLE PROS
l'Union Sportive Arlequins Perpignanais,France,,https://www.allrugby.com/joueurs/lucas-velarte-5569.html,Lucas VELARTE,3ème ligne,26,24/10/1998,,108,JIFF Formé(8),PRO,2027,,TABLE PROS
l'Union Sportive Arlequins Perpignanais,France,,https://www.allrugby.com/joueurs/noe-della-schiava-12052.html,Noé DELLA SCHIAVA,3ème ligne,22,28/02/2002,,95,JIFF,ESPOIR,2026,,TABLE PROS
l'Union Sportive Arlequins Perpignanais,France,,https://www.allrugby.com/joueurs/patrick-sobela-2547.html,Patrick SOBÉLA,3ème ligne,32,12/08/1992,,105,JIFF,PRO,2026,,TABLE PROS
l'Union Sportive Arlequins Perpignanais,Samoa,,https://www.allrugby.com/joueurs/so-otala-fa-aso-o-4994.html,So'otala FA'ASO'O,3ème ligne,30,02/10/1994,,136,NON JIFF,PRO,2025,,TABLE PROS
l'Union Sportive Arlequins Perpignanais,Géorgie,,https://www.allrugby.com/joueurs/gela-aprasidze-5464.html,Gela APRASIDZE,Mêlée,27,14/01/1998,,76,JIFF,PRO,2026,,TABLE PROS
l'Union Sportive Arlequins Perpignanais,Afrique du sud,,https://www.allrugby.com/joueurs/james-hall-4520.html,James HALL,Mêlée,29,02/01/1996,,88,JIFF,PRO,2025,,TABLE PROS
l'Union Sportive Arlequins Perpignanais,France,,https://www.allrugby.com/joueurs/tom-ecochard-1273.html,Tom ECOCHARD,Mêlée,32,14/12/1992,,85,JIFF Formé(8),PRO,2026,,TABLE PROS
l'Union Sportive Arlequins Perpignanais,France,,https://www.allrugby.com/joueurs/antoine-aucagne-10901.html,Antoine AUCAGNE,Ouverture,24,11/04/2000,,80,JIFF,PRO,2027,,TABLE PROS
l'Union Sportive Arlequins Perpignanais,France,,https://www.allrugby.com/joueurs/gabin-kretchmann-18454.html,Gabin KRETCHMANN,Ouverture,18,15/03/2006,,73,JIFF,ESPOIR,,,TABLE PROS
l'Union Sportive Arlequins Perpignanais,Australie,,https://www.allrugby.com/joueurs/jake-mcintyre-5475.html,Jake MCINTYRE,Ouverture,30,28/04/1994,,88,NON JIFF,PRO,2026,,TABLE PROS
l'Union Sportive Arlequins Perpignanais,Italie,,https://www.allrugby.com/joueurs/tommy-allan-1270.html,Tommaso ALLAN,Ouverture,31,26/04/1993,,93,JIFF,PRO,2026 +1,,TABLE PROS
l'Union Sportive Arlequins Perpignanais,Fidji,,https://www.allrugby.com/joueurs/alifereti-duguivalu-5910.html,Alivereti DUGUIVALU,Centre,27,21/07/1997,,85,JIFF Formé(8),PRO,2026,,TABLE PROS
l'Union Sportive Arlequins Perpignanais,Fidji,,https://www.allrugby.com/joueurs/apisai-naqalevu-3571.html,Apisai NAQALEVU,Centre,35,21/08/1989,,111,NON JIFF,PRO,2025,,TABLE PROS
l'Union Sportive Arlequins Perpignanais,France,,https://www.allrugby.com/joueurs/jean-pascal-barraque-1092.html,Jean-Pascal BARRAQUE,Centre,33,24/04/1991,,86,JIFF,PRO,2025,,TABLE PROS
l'Union Sportive Arlequins Perpignanais,Argentine,,https://www.allrugby.com/joueurs/jeronimo-de-la-fuente-3865.html,Jerónimo DE LA FUENTE,Centre,33,24/02/1991,,96,NON JIFF,PRO,2026,,TABLE PROS
l'Union Sportive Arlequins Perpignanais,France,,https://www.allrugby.com/joueurs/job-poulet-12332.html,Job POULET,Centre,21,30/04/2003,,79,JIFF,ESPOIR,2026,,TABLE PROS
l'Union Sportive Arlequins Perpignanais,France,,https://www.allrugby.com/joueurs/maxim-granell-17042.html,Maxim GRANELL,Centre,19,26/07/2005,,80,JIFF,ESPOIR,,,TABLE PROS
l'Union Sportive Arlequins Perpignanais,Fidji,,https://www.allrugby.com/joueurs/rico-buliruarua-4482.html,Riko BULIRUARUA,Centre,28,23/01/1997,,106,JIFF,PRO,2026,,TABLE PROS
l'Union Sportive Arlequins Perpignanais,Angleterre,,https://www.allrugby.com/joueurs/ali-crossdale-6450.html,Ali CROSSDALE,Ailier,27,09/01/1998,,86,NON JIFF,PRO,2025,,TABLE PROS
l'Union Sportive Arlequins Perpignanais,France,,https://www.allrugby.com/joueurs/jefferson-joseph-11283.html,Jefferson-Lee JOSEPH,Ailier,22,28/08/2002,,90,JIFF,ESPOIR,2028,,TABLE PROS
l'Union Sportive Arlequins Perpignanais,France,,https://www.allrugby.com/joueurs/louis-dupichot-3990.html,Louis DUPICHOT,Ailier,29,23/09/1995,,86,JIFF,PRO,2025,,TABLE PROS
l'Union Sportive Arlequins Perpignanais,Fidji,,https://www.allrugby.com/joueurs/tavite-veredamu-10572.html,Tavite VEREDAMU,Ailier,35,01/09/1989,,108,NON JIFF,PRO,2025 +1,,TABLE PROS
l'Union Sportive Arlequins Perpignanais,France,,https://www.allrugby.com/joueurs/lucas-dubois-8875.html,Lucas DUBOIS,Arrière,26,09/06/1998,,92,JIFF Formé(8),PRO,2028,,TABLE PROS
l'Union Sportive Arlequins Perpignanais,France,,https://www.allrugby.com/joueurs/theo-forner-12707.html,Théo FORNER,Arrière,23,17/10/2001,,80,JIFF Formé(8),PRO,2028,,TABLE PROS
l'Union Sportive Arlequins Perpignanais,Espagne,,https://www.allrugby.com/joueurs/joan-barcenilla-d-onghia-18849.html,Joan BARCENILLA D'ONGHIA,Pilier,18,05/07/2006,,109,NON JIFF,ESPOIR,,,TABLE ESPOIRS
l'Union Sportive Arlequins Perpignanais,Italie,,https://www.allrugby.com/joueurs/simone-marcaggi-16995.html,Simone MARCAGGI,Pilier,19,16/04/2005,,-,NON JIFF,ESPOIR,,,TABLE ESPOIRS
l'Union Sportive Arlequins Perpignanais,France,,https://www.allrugby.com/joueurs/mathys-lotrian-16459.html,Mathys LOTRIAN,Talonneur,20,18/02/2004,,110,JIFF,ESPOIR,2026,,TABLE ESPOIRS
l'Union Sportive Arlequins Perpignanais,France,,https://www.allrugby.com/joueurs/bastien-chinarro-14140.html,Bastien CHINARRO,2ème ligne,21,23/01/2004,,95,JIFF,ESPOIR,2027,,TABLE ESPOIRS
l'Union Sportive Arlequins Perpignanais,France,,https://www.allrugby.com/joueurs/giani-callegari-17878.html,Giani CALLEGARI,2ème ligne,18,25/11/2006,,-,JIFF,ESPOIR,2026,,TABLE ESPOIRS
l'Union Sportive Arlequins Perpignanais,Espagne,,https://www.allrugby.com/joueurs/ismael-millan-17925.html,Ismael MILLÁN,2ème ligne,,-,,-,NON JIFF,ESPOIR,,,TABLE ESPOIRS
l'Union Sportive Arlequins Perpignanais,Afrique du sud,,https://www.allrugby.com/joueurs/sampie-joubert-15177.html,Sampie JOUBERT,2ème ligne,21,02/02/2004,,115,NON JIFF,ESPOIR,,,TABLE ESPOIRS
l'Union Sportive Arlequins Perpignanais,Géorgie,,https://www.allrugby.com/joueurs/andro-dvali-17319.html,Andro DVALI,3ème ligne,19,10/07/2005,,95,NON JIFF,ESPOIR,2026,,TABLE ESPOIRS
l'Union Sportive Arlequins Perpignanais,Fidji,,https://www.allrugby.com/joueurs/ronald-sharma-16875.html,Ronald SHARMA,3ème ligne,20,03/03/2004,,103,NON JIFF,ESPOIR,,,TABLE ESPOIRS
l'Union Sportive Arlequins Perpignanais,France,,https://www.allrugby.com/joueurs/lenny-viola-14613.html,Lenny VIOLA,Mêlée,20,16/04/2004,,76,JIFF,ESPOIR,,,TABLE ESPOIRS
l'Union Sportive Arlequins Perpignanais,France,,https://www.allrugby.com/joueurs/marc-guillet-17641.html,Marc GUILLET,Mêlée,18,25/09/2006,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
l'Union Sportive Arlequins Perpignanais,France,,https://www.allrugby.com/joueurs/noe-brune-15168.html,Noé BRUNE,Ouverture,21,07/02/2004,,85,JIFF,ESPOIR,2025,,TABLE ESPOIRS
